USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           2  0.0  0.0      0     0 ?        S    09:14   0:00 [kthreadd]
ben         3338  0.1  1.0 855728 168012 ?       Sl   09:43   0:02  \_ /snap/snap-store/1216/usr/bin/snap-store --gapplication-service SHELL=/usr/bin/zsh SESSION_MANAGER=local/ben-Alienware-x15-R1:@/tmp/.ICE-unix/2953,unix/ben-Alienware-x15-R1:/tmp/.ICE-unix/2953 QT_ACCESSIBILITY=1 __EGL_VENDOR_LIBRARY_DIRS=/snap/snap-store/1216/gnome-platform/usr/share/glvnd/egl_vendor.d SNAP_REVISION=1216 XDG_CONFIG_DIRS=/snap/snap-store/1216/gnome-platform/etc/xdg:/etc/xdg/xdg-ubuntu:/etc/xdg SSH_AGENT_LAUNCHER=gnome-keyring XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_MENU_PREFIX=gnome- GNOME_DESKTOP_SESSION_ID=this-is-deprecated GTK_IM_MODULE=fcitx SNAP_REAL_HOME=/home/ben SNAP_USER_COMMON=/home/ben/snap/snap-store/common FONTCONFIG_PATH=/snap/snap-store/1216/gnome-platform/etc/fonts LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 GNOME_SHELL_SESSION_MODE=ubuntu LC_NAME=zh_CN.UTF-8 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh XDG_DATA_HOME=/home/ben/snap/snap-store/1216/.local/share GNOTIFICATION_BACKEND=freedesktop PIPEWIRE_MODULE_DIR=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/pipewire-0.3 XDG_CONFIG_HOME=/home/ben/snap/snap-store/1216/.config XCURSOR_PATH=/snap/snap-store/1216/data-dir/icons:/snap/snap-store/1216/gnome-platform/usr/share/icons SNAP_INSTANCE_KEY= XMODIFIERS=@im=fcitx DESKTOP_SESSION=ubuntu LC_MONETARY=zh_CN.UTF-8 GDK_PIXBUF_MODULE_FILE=/home/ben/snap/snap-store/common/.cache/gdk-pixbuf-loaders.cache GTK_MODULES=gail:atk-bridge SNAP_EUID=1000 PWD=/home/ben GSETTINGS_SCHEMA_DIR=/snap/snap-store/1216/usr/share/glib-2.0/schemas LOGNAME=ben XDG_SESSION_DESKTOP=ubuntu XDG_SESSION_TYPE=x11 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 SYSTEMD_EXEC_PID=2953 SPA_PLUGIN_DIR=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/spa-0.2 XAUTHORITY=/home/ben/.Xauthority TEMPDIR=/tmp SNAP_CONTEXT=1O3LKaQRmwPRar6p1ZhP20ejF9W384Gmi0IM1Ngm7i6y-aNAAL9R XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/ben GST_PLUGIN_SCANNER=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/gstreamer1.0/gstreamer-1.0/gst-plugin-scanner LD_PRELOAD=:/snap/snap-store/1216/gnome-platform/$LIB/bindtextdomain.so GDM_LANG=en_US GI_TYPELIB_PATH=/snap/snap-store/1216/gnome-platform/usr/lib/girepository-1.0:/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/girepository-1.0 HOME=/home/ben/snap/snap-store/1216 IM_CONFIG_PHASE=1 LANG=en_US.UTF-8 LC_PAPER=zh_CN.UTF-8 XDG_CURRENT_DESKTOP=ubuntu:GNOME NOTIFY_IGNORE_PORTAL=1 SNAP_ARCH=amd64 GIO_EXTRA_MODULES=/snap/snap-store/1216/usr/lib/x86_64-linux-gnu/gio/modules SNAP_INSTANCE_NAME=snap-store SNAP_USER_DATA=/home/ben/snap/snap-store/1216 TMPDIR=/tmp XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 INVOCATION_ID=e70ab9c98aa744ed8d00a5e0ea4ff582 SNAP_DESKTOP_RUNTIME=/snap/snap-store/1216/gnome-platform SNAP_LAUNCHER_ARCH_TRIPLET=x86_64-linux-gnu MANAGERPID=2713 SNAP_REEXEC= SNAP_UID=1000 CLUTTER_IM_MODULE=fcitx PIPEWIRE_CONFIG_DIR=/snap/snap-store/1216/gnome-platform/usr/share/pipewire XDG_CACHE_HOME=/home/ben/snap/snap-store/common/.cache XDG_SESSION_CLASS=user LIBGWEATHER_LOCATIONS_PATH=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/libgweather-4/Locations.bin PYTHONPATH=/snap/snap-store/1216/gnome-platform/usr/lib/python3/dist-packages LC_IDENTIFICATION=zh_CN.UTF-8 GTK_PATH=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/gtk-2.0:/snap/snap-store/1216/gnome-platform/usr/lib/gtk-2.0:/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/gtk-3.0:/snap/snap-store/1216/gnome-platform/usr/lib/gtk-3.0:/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/gtk-4.0 XLOCALEDIR=/snap/snap-store/1216/gnome-platform/usr/share/X11/locale LIBTHAI_DICTDIR=/snap/snap-store/1216/gnome-platform/usr/share/libthai/ LIBVIRT_DEFAULT_URI=qemu:///system USER=ben SNAP=/snap/snap-store/1216 SNAP_COMMON=/var/snap/snap-store/common SNAP_VERSION=41.3-72-g80e7130 DISPLAY=:0 GS_SELF_TEST_OS_RELEASE_FILENAME=/var/lib/snapd/hostfs/etc/os-release SHLVL=0 GDK_PIXBUF_MODULEDIR=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders LOCPATH=/snap/snap-store/1216/gnome-platform/usr/lib/locale SNAP_LIBRARY_PATH=/var/lib/snapd/lib/gl:/var/lib/snapd/lib/gl32:/var/lib/snapd/void SNAP_COOKIE=1O3LKaQRmwPRar6p1ZhP20ejF9W384Gmi0IM1Ngm7i6y-aNAAL9R LC_TELEPHONE=zh_CN.UTF-8 QT_IM_MODULE=fcitx LC_MEASUREMENT=zh_CN.UTF-8 DESKTOP_AUTOSTART_ID=105fce16beceff0cfd175202539659140400000029530023 LIBGL_DRIVERS_PATH=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/dri PAPERSIZE=a4 SNAP_DATA=/var/snap/snap-store/1216 GST_PLUGIN_PATH=/snap/snap-store/1216/usr/lib/x86_64-linux-gnu/gstreamer-1.0 LD_LIBRARY_PATH=/snap/snap-store/1216/lib:/snap/snap-store/1216/usr/lib:/snap/snap-store/1216/usr/lib/x86_64-linux-gnu:/var/lib/snapd/lib/gl:/var/lib/snapd/lib/gl32:/var/lib/snapd/void::/snap/snap-store/1216/gnome-platform/lib/x86_64-linux-gnu:/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu:/snap/snap-store/1216/gnome-platform/usr/lib:/snap/snap-store/1216/gnome-platform/lib:/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/dri:/var/lib/snapd/lib/gl:/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/libunity:/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/pulseaudio XDG_RUNTIME_DIR=/run/user/1000/snap.snap-store LIBVA_DRIVERS_PATH=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/dri LC_TIME=zh_CN.UTF-8 GST_PLUGIN_SYSTEM_PATH=/snap/snap-store/1216/gnome-platform/usr/lib/x86_64-linux-gnu/gstreamer-1.0 SNAP_NAME=snap-store FONTCONFIG_FILE=/snap/snap-store/1216/gnome-platform/etc/fonts/fonts.conf JOURNAL_STREAM=8:26793 XDG_DATA_DIRS=/home/ben/snap/snap-store/1216/.local/share:/home/ben/snap/snap-store/1216:/snap/snap-store/1216/data-dir:/snap/snap-store/1216/usr/share:/snap/snap-store/1216/gnome-platform/usr/share:/usr/share/ubuntu:/usr/share/gnome:/usr/local/share:/usr/share:/var/lib/snapd/desktop PATH=/snap/snap-store/1216/usr/sbin:/snap/snap-store/1216/usr/bin:/snap/snap-store/1216/sbin:/snap/snap-store/1216/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/snap-store/1216/gnome-platform/usr/bin GTK_USE_PORTAL=1 GDMSESSION=ubuntu DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus GTK_IM_MODULE_FILE=/home/ben/snap/snap-store/common/.cache/immodules/immodules.cache VDPAU_DRIVER_PATH=/usr/lib/x86_64-linux-gnu/vdpau/ GIO_MODULE_DIR=/home/ben/snap/snap-store/common/.cache/gio-modules PULSE_SERVER=unix:/run/user/1000/snap.snap-store/../pulse/native GIO_LAUNCHED_DESKTOP_FILE_PID=3253 XKB_CONFIG_ROOT=/snap/snap-store/1216/gnome-platform/usr/share/X11/xkb GIO_LAUNCHED_DESKTOP_FILE=/etc/xdg/autostart/snap-userd-autostart.desktop LC_NUMERIC=zh_CN.UTF-8
ben         2714  0.0  0.0 170620  6444 ?        S    09:43   0:00  \_ (sd-pam)
ben         2721  0.0  0.0  43092  7168 ?        S<sl 09:43   0:00  \_ /usr/bin/pipewire HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2721 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/local/share/:/usr/share/:/var/lib/snapd/desktop DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus MANAGERPID=2713 LISTEN_PID=2721 LISTEN_FDS=1 LISTEN_FDNAMES=pipewire.socket INVOCATION_ID=df779968f5244f58942a048125c2ff7e JOURNAL_STREAM=8:11952
ben         2722  0.0  0.0  26748  7040 ?        Ssl  09:43   0:00  \_ /usr/bin/pipewire-media-session HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2722 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/local/share/:/usr/share/:/var/lib/snapd/desktop DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus MANAGERPID=2713 INVOCATION_ID=51cc1048b6ad4e3dab277475ddd4dc25 JOURNAL_STREAM=8:14229
ben         2723  0.0  0.1 1720740 27276 ?       S<sl 09:43   0:00  \_ /usr/bin/pulseaudio --daemonize=no --log-target=journal HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2723 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/local/share/:/usr/share/:/var/lib/snapd/desktop DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus NOTIFY_SOCKET=/run/user/1000/systemd/notify MANAGERPID=2713 LISTEN_PID=2723 LISTEN_FDS=1 LISTEN_FDNAMES=pulseaudio.socket INVOCATION_ID=ce991b377989497e830332a13a022af4 JOURNAL_STREAM=8:23707 LD_BIND_NOW=1
ben         2736  0.0  0.0   9724  5376 ?        Ss   09:43   0:00  \_ /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2736 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/local/share/:/usr/share/:/var/lib/snapd/desktop DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus MANAGERPID=2713 LISTEN_PID=2736 LISTEN_FDS=1 LISTEN_FDNAMES=dbus.socket INVOCATION_ID=3461919ace4e490da882293476468c4b JOURNAL_STREAM=8:18865
ben         2757  0.0  0.0 540008  7680 ?        Ssl  09:43   0:00  \_ /usr/libexec/xdg-document-portal HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2757 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/local/share/:/usr/share/:/var/lib/snapd/desktop DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus MANAGERPID=2713 INVOCATION_ID=be007020f7574fc58e690b76bfd078ee JOURNAL_STREAM=8:24737
root        2766  0.0  0.0   2796  1792 ?        Ss   09:43   0:00  |   \_ fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
ben         2760  0.0  0.0 239252  6272 ?        Ssl  09:43   0:00  \_ /usr/libexec/xdg-permission-store HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2760 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/local/share/:/usr/share/:/var/lib/snapd/desktop DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus MANAGERPID=2713 INVOCATION_ID=18a91d0ec0954678b495058a22c67953 JOURNAL_STREAM=8:28425
ben         2897  0.0  0.0 309832  7936 ?        Ssl  09:43   0:00  \_ /usr/libexec/at-spi-bus-launcher HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/home/ben/.cargo/bin:/home/ben/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2897 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/ubuntu:/usr/share/gnome:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_IM_MODULE=fcitx DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=ubuntu DISPLAY=:0 GDMSESSION=ubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_IM_MODULE=fcitx IM_CONFIG_PHASE=1 LIBVIRT_DEFAULT_URI=qemu:///system PAPERSIZE=a4 PWD=/home/ben QT_IM_MODULE=fcitx SHLVL=1 XAUTHORITY=/home/ben/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg XDG_CURRENT_DESKTOP=ubuntu:GNOME XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/ben XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=ubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 XMODIFIERS=@im=fcitx _=/usr/bin/dbus-update-activation-environment MANAGERPID=2713 INVOCATION_ID=98542f09c6694d759ac4626d55392e2b JOURNAL_STREAM=8:23760
ben         2904  0.0  0.0   8564  4352 ?        S    09:43   0:00  |   \_ /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0 HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/home/ben/.cargo/bin:/home/ben/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2897 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/ubuntu:/usr/share/gnome:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_IM_MODULE=fcitx DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=ubuntu DISPLAY=:0 GDMSESSION=ubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_IM_MODULE=fcitx IM_CONFIG_PHASE=1 LIBVIRT_DEFAULT_URI=qemu:///system PAPERSIZE=a4 PWD=/home/ben QT_IM_MODULE=fcitx SHLVL=1 XAUTHORITY=/home/ben/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg XDG_CURRENT_DESKTOP=ubuntu:GNOME XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/ben XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=ubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 XMODIFIERS=@im=fcitx _=/usr/bin/dbus-update-activation-environment MANAGERPID=2713 INVOCATION_ID=98542f09c6694d759ac4626d55392e2b JOURNAL_STREAM=8:23760
ben         2929  0.0  0.0  95008  5760 ?        Ssl  09:43   0:00  \_ /usr/libexec/gnome-session-ctl --monitor HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/home/ben/.cargo/bin:/home/ben/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2929 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/ubuntu:/usr/share/gnome:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_IM_MODULE=fcitx DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=ubuntu DISPLAY=:0 GDMSESSION=ubuntu GDM_LANG=en_US GNOME_SHELL_SESSION_MODE=ubuntu GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_IM_MODULE=fcitx IM_CONFIG_PHASE=1 LIBVIRT_DEFAULT_URI=qemu:///system PAPERSIZE=a4 PWD=/home/ben QT_IM_MODULE=fcitx SHLVL=0 XAUTHORITY=/home/ben/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg XDG_CURRENT_DESKTOP=ubuntu:GNOME XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/ben XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=ubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 XMODIFIERS=@im=fcitx _=/usr/bin/dbus-update-activation-environment NOTIFY_SOCKET=/run/user/1000/systemd/notify MANAGERPID=2713 INVOCATION_ID=8fee5be24de84706993249309c57fd8f JOURNAL_STREAM=8:18948
ben         2938  0.0  0.0 243744  7936 ?        Ssl  09:43   0:00  \_ /usr/libexec/gvfsd HOME=/home/ben LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ADDRESS=zh_CN.UTF-8 LC_IDENTIFICATION=zh_CN.UTF-8 LC_MEASUREMENT=zh_CN.UTF-8 LC_MONETARY=zh_CN.UTF-8 LC_NAME=zh_CN.UTF-8 LC_NUMERIC=zh_CN.UTF-8 LC_PAPER=zh_CN.UTF-8 LC_TELEPHONE=zh_CN.UTF-8 LC_TIME=zh_CN.UTF-8 LOGNAME=ben PATH=/home/ben/.cargo/bin:/home/ben/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/usr/bin/zsh SYSTEMD_EXEC_PID=2938 USER=ben XDG_RUNTIME_DIR=/run/user/1000 GTK_MODULES=gail:atk-bridge QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/ubuntu:/usr/share/gnome:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_IM_MODULE=fcitx DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=ubuntu DISPLAY=:0 GDMSESSION=ubuntu GDM_LANG=en_US GNOME_SHELL_SESSION_MODE=ubuntu GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_IM_MODULE=fcitx IM_CONFIG_PHASE=1 LIBVIRT_DEFAULT_URI=qemu:///system PAPERSIZE=a4 PWD=/home/ben QT_IM_MODULE=fcitx SHLVL=0 XAUTHORITY=/home/ben/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg XDG_CURRENT_DESKTOP=ubuntu:GNOME XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/ben XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=ubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 XMODIFIERS=@im=fcitx _=/usr/bin/dbus-update-activation-environment MANAGERPID=2713 INVOCATION_ID=33d8d4abd6c146949d60103293f312ba JOURNAL_STREAM=8:24747
